CT,REG,COM,Nom,HApoly,Surfacesbois,Surfacescult,Alp,Airbat,Airind,P00BMTOT,P00BWTOT,Pop020,Pop2040,Pop4065,Pop65P,H00PTOT,H00P01,H00P02,H00P03,H00P04,POPTOT
14,5,2971,Hallau,1532,618,774,0,63,6,964,1044,529,454,665,360,784,234,262,102,186,2008
17,5,3355,Nesslau,3818,1392,1412,765,66,2,971,1030,599,441,571,390,712,209,215,87,201,2001
2,2,409,Hindelbank,672,146,418,0,33,4,961,1039,469,583,689,259,807,236,297,100,174,2000
22,1,5516,Cugy (VD),295,110,118,0,48,5,994,998,482,605,687,218,794,195,296,121,182,1992
2,2,310,Rapperswil (BE),1820,523,1145,0,56,9,1021,969,502,532,656,300,786,200,297,88,201,1990
19,3,4068,Hagglingen,774,255,441,0,51,2,971,1019,531,547,626,286,766,209,247,107,203,1990
3,6,1150,Zell (LU),1390,316,943,0,41,16,968,1007,566,562,555,292,655,163,163,85,244,1975
7,6,1511,Wolfenschiessen,9277,3061,891,2899,49,7,1022,951,600,581,581,211,674,175,173,95,231,1973
17,5,3256,Ruthi (SG),934,316,378,69,44,16,995,972,567,577,566,257,718,185,212,103,218,1967
6,6,1405,Lungern,4650,1897,483,1464,53,2,976,989,526,507,577,355,709,191,234,71,213,1965
22,1,5713,Crans-pres-Celigny,429,60,248,0,81,0,987,976,487,524,739,213,689,119,237,134,199,1963
1,4,114,Fischenthal,3029,1911,853,102,48,6,978,983,610,519,601,231,726,201,221,109,195,1961
2,2,626,Walkringen,1719,630,973,0,49,10,964,992,508,532,591,325,698,182,236,93,187,1956
3,6,1085,Geuensee,645,97,479,0,40,3,966,980,625,567,599,155,708,198,184,103,223,1946
20,5,4511,Zihlschlacht-Sitterdorf,1221,194,898,0,54,6,1001,941,609,506,596,231,708,184,208,94,222,1942
11,2,2497,Obergosgen,364,105,155,0,44,4,958,983,492,534,685,230,792,230,263,109,190,1941
2,2,880,Rueggisberg,3576,1044,2010,302,72,3,1002,937,509,498,608,324,729,183,256,101,189,1939
11,2,2408,Wolfwil,687,193,388,0,53,4,978,961,483,478,640,338,782,197,283,122,180,1939
10,2,2299,Plaffeien,5928,2223,558,2318,76,6,1001,937,492,578,599,269,799,275,222,116,186,1938
22,1,5605,Grandvaux,295,35,158,0,55,2,959,978,424,479,763,271,808,234,280,124,170,1937
16,5,3105,Schwende,5753,1848,679,2086,57,1,1000,935,605,522,529,279,686,175,185,93,233,1935
5,6,1311,Gersau,1436,752,374,204,47,2,977,957,464,481,657,332,784,258,247,108,171,1934
13,3,2891,Niederdorf,441,132,252,0,37,2,982,951,479,508,607,339,696,175,240,99,182,1933
10,2,2302,St.Antoni,1679,321,1234,0,72,3,986,938,489,575,670,190,695,150,216,113,216,1924
24,2,6452,Cressier (NE),855,466,247,0,30,59,950,973,506,566,585,266,699,178,201,114,206,1923
24,2,6472,Cernier,911,357,233,258,41,1,933,988,471,496,647,307,859,310,283,98,168,1921
9,6,1705,Neuheim,794,144,524,0,40,8,1002,918,530,611,661,118,721,203,203,94,221,1920
20,5,4486,Hauptwil-Gottshaus,1251,239,882,0,50,3,954,960,569,538,540,267,639,138,212,85,204,1914
18,5,3954,Malans,1140,505,364,85,44,3,934,974,514,578,545,271,748,204,240,116,188,1908
1,4,132,Hirzel,970,180,665,0,57,3,950,950,527,470,657,246,708,168,234,102,204,1900
22,1,5638,Lonay,371,27,228,0,54,8,924,976,433,460,613,394,828,286,273,105,164,1900
3,6,1082,Buron,541,89,361,0,42,12,967,928,585,582,538,190,672,169,165,117,221,1895
17,5,3374,Lichtensteig,282,125,100,0,33,5,948,945,435,596,574,288,870,371,242,102,155,1893
3,6,1009,Werthenstein,1577,508,935,0,46,17,974,918,512,566,560,254,697,188,214,88,207,1892
2,2,384,Busswil bei Buren,305,87,162,0,21,4,971,920,512,540,642,197,779,245,243,100,191,1891
2,2,992,Wangen an der Aare,523,150,223,0,49,13,910,979,453,534,592,310,806,271,257,111,167,1889
2,2,941,Thierachern,752,128,508,0,45,3,943,945,454,517,681,236,771,181,302,123,165,1888
8,5,1602,Bilten,1581,795,493,107,46,11,1001,881,521,558,621,182,752,222,231,108,191,1882
10,2,2291,Alterswil,1611,256,1249,0,58,4,928,953,492,552,581,256,685,163,203,109,210,1881
13,3,2856,Ormalingen,694,262,362,0,39,5,926,955,476,533,585,287,703,169,250,103,181,1881
7,6,1506,Ennetmoos,1407,619,651,25,44,3,964,911,542,578,586,169,671,160,204,91,216,1875
23,1,6246,Saint-Leonard,390,67,193,0,34,2,920,952,459,532,601,280,712,169,242,114,187,1872
15,5,3025,Trogen,1001,411,491,18,47,0,939,928,550,412,622,283,657,196,196,85,180,1867
23,1,6238,Grone,2114,1349,208,171,84,4,921,945,469,507,602,288,744,198,252,107,187,1866
11,2,2614,Busserach,755,351,328,0,46,9,959,906,446,557,589,273,754,208,239,122,185,1865
3,6,1087,Gunzwil,2324,350,1818,0,83,2,974,883,558,539,556,204,615,129,170,92,224,1857
2,2,697,Malleray,1026,455,266,210,52,5,922,932,445,487,634,288,769,230,257,122,160,1854
1,4,94,Otelfingen,716,267,341,0,32,24,927,925,455,562,650,185,741,182,250,127,182,1852
3,6,1067,Udligenswil,623,142,417,0,36,3,945,906,554,475,660,162,663,135,208,110,210,1851
11,2,2621,Nunningen,1032,519,433,4,42,7,935,908,493,482,595,273,702,188,237,97,180,1843
11,2,2406,Oberbuchsiten,941,467,289,91,42,6,899,942,485,568,563,225,709,202,238,96,173,1841
21,7,5097,Brissago,1779,1184,30,66,96,2,854,979,284,436,621,492,862,375,284,108,95,1833
3,6,1037,Rain,939,158,706,0,53,3,923,908,588,543,519,181,637,141,179,97,220,1831
21,7,5167,Canobbio,130,49,9,0,29,9,885,940,336,601,627,261,806,290,240,129,147,1825
1,4,33,Kleinandelfingen,1035,347,528,0,54,3,892,929,481,491,626,223,690,172,232,105,181,1821
19,3,4104,Lupfig,515,125,265,0,33,28,895,924,390,562,646,221,749,220,274,105,150,1819
8,5,1623,Oberurnen,1280,520,230,349,29,5,927,884,502,544,535,230,709,208,214,102,185,1811
22,1,5702,Arzier,5190,3679,276,1042,92,1,889,922,534,425,669,183,655,158,212,98,187,1811
3,6,1132,Hergiswil bei Willisau,3135,1150,1819,40,54,2,932,877,535,528,447,299,550,102,130,92,226,1809
20,5,4841,Pfyn,1318,400,783,0,59,6,935,869,541,508,550,205,687,185,217,94,191,1804
20,5,4641,Altnau,667,103,472,0,47,4,909,895,544,495,598,167,679,164,229,88,198,1804
1,4,35,Marthalen,1412,557,696,0,49,9,882,921,464,478,602,259,684,197,207,108,172,1803
2,2,763,Erlenbach im Simmental,3672,1355,658,1240,50,6,874,928,486,440,550,326,694,211,224,68,191,1802
25,1,6606,Bellevue,440,85,216,0,67,1,881,920,518,439,705,139,561,129,144,99,189,1801
1,4,140,Schonenberg (ZH),1096,125,849,0,45,0,899,901,469,443,642,246,653,128,243,94,188,1800
22,1,5602,Cully,237,22,149,0,33,1,871,927,361,458,640,339,803,292,271,102,138,1798
21,7,5163,Cadro,452,328,25,8,44,10,938,859,381,530,676,210,639,161,204,129,145,1797
19,3,4263,Zeiningen,1137,506,502,0,43,4,914,883,430,474,672,221,731,184,278,102,167,1797
11,2,2404,Neuendorf,716,247,358,0,44,21,921,875,509,550,549,188,679,166,220,93,200,1796
16,5,3111,Oberegg,1467,623,727,33,39,4,903,893,495,437,554,310,680,173,235,85,187,1796
22,1,5859,Mont-sur-Rolle,384,57,251,0,40,0,878,918,454,522,588,232,717,204,226,127,160,1796
1,4,181,Wila,916,470,353,0,44,11,914,879,516,449,608,220,715,221,218,93,183,1793
2,2,603,Biglen,359,18,271,0,36,5,902,888,453,522,544,271,724,203,253,91,177,1790
19,3,4287,Vordemwald,1013,585,362,0,44,3,886,903,410,463,612,304,695,176,255,95,169,1789
4,6,1207,Fluelen,1242,684,87,186,28,10,886,901,398,556,534,299,716,235,223,94,164,1787
3,6,1033,Inwil,1031,167,729,0,53,11,910,873,503,609,496,175,662,163,225,77,197,1783
14,5,2952,Schleitheim,2160,751,1218,42,67,11,884,895,481,410,564,324,662,169,234,74,185,1779
17,5,3253,Marbach (SG),439,28,337,0,40,5,884,895,584,485,511,199,619,157,167,77,218,1779
2,2,746,Safnern,562,199,247,0,49,11,878,901,441,435,645,258,728,180,283,97,168,1779
24,2,6403,Bole,258,119,72,0,45,2,849,929,383,467,609,319,756,231,266,109,150,1778
24,2,6410,Gorgier,1398,788,382,103,59,3,918,857,410,454,599,312,716,198,272,100,146,1775
10,2,2192,Farvagny,1003,211,675,0,52,2,854,921,552,551,493,179,616,144,156,102,214,1775
1,4,213,Brutten,660,205,391,0,36,1,911,863,428,492,651,203,733,191,266,116,160,1774
19,3,4036,Oberehrendingen,398,106,232,0,38,1,857,910,415,476,643,233,740,209,266,103,162,1767
19,3,4305,Endingen,848,390,383,0,45,0,900,866,437,524,599,206,699,182,232,102,183,1766
20,5,4786,Wilen (TG),227,47,124,0,34,2,884,876,519,504,553,184,659,148,215,95,201,1760
19,3,4039,Remetschwil,387,93,228,0,35,5,904,855,504,515,609,131,643,126,218,98,201,1759
21,7,5003,Cadenazzo,565,205,206,9,41,31,906,849,399,575,581,200,688,213,175,136,164,1755
17,5,3294,Pfafers,12853,3930,646,3132,72,2,890,864,528,458,511,257,626,197,158,95,176,1754
19,3,4161,Eiken,710,220,327,0,48,31,892,858,434,530,588,198,722,220,234,100,168,1750
1,4,85,Danikon,286,89,150,0,23,2,905,844,489,592,557,111,673,164,225,99,185,1749
15,5,3034,Rehetobel,675,236,362,0,48,0,830,912,426,436,540,340,652,185,252,69,146,1742
1,4,100,Stadel,1286,391,756,0,57,3,871,868,401,503,592,243,706,183,267,99,157,1739
3,6,1004,Fluhli,10819,4096,1428,3419,102,7,935,802,511,499,480,247,595,177,163,67,188,1737
25,1,6603,Avully,461,68,308,0,30,2,860,876,497,547,581,111,679,179,207,114,179,1736
3,6,1128,Ettiswil,646,112,454,0,47,3,869,866,506,538,474,217,612,160,160,84,208,1735
23,1,6137,Martigny-Combe,3763,2388,166,418,55,1,862,869,412,490,573,256,753,285,223,98,147,1731
19,3,4074,Oberwil-Lieli,537,146,314,0,49,2,853,876,394,455,680,200,696,170,262,106,158,1729
22,1,5498,La Sarraz,777,308,386,0,40,8,850,878,435,514,545,234,738,253,229,107,149,1728
21,7,5249,Castel San Pietro,805,466,145,89,57,3,810,918,345,446,610,327,675,178,233,124,140,1728
14,5,2904,Neunkirch,1792,806,850,0,44,8,851,871,480,442,570,230,676,193,218,102,163,1722
17,5,3337,St.Gallenkappel,1946,681,1052,109,55,3,881,838,541,467,493,218,599,143,185,74,197,1719
15,5,3007,Waldstatt,674,174,417,0,43,4,858,852,468,440,531,271,636,177,195,81,183,1710
22,1,5604,Forel (Lavaux),1853,522,1192,0,69,10,862,842,453,465,589,197,671,179,217,94,181,1704
3,6,1005,Hasle (LU),4029,1595,1100,940,35,2,889,812,506,474,465,256,583,132,166,84,201,1701
11,2,2501,Winznau,396,168,144,5,32,7,850,850,387,460,606,247,714,213,253,85,163,1700
25,1,6629,Meinier,696,22,580,0,48,1,822,874,432,462,598,204,691,217,220,102,152,1696
15,5,3038,Wolfhalden,695,212,404,0,55,3,865,824,425,419,562,283,694,214,234,100,146,1689
20,5,4643,Bottighofen,240,84,95,0,36,3,837,847,347,457,670,210,731,217,271,105,138,1684
25,1,6619,Corsier (GE),272,7,174,0,70,2,814,868,467,392,637,186,615,152,177,109,177,1682
3,6,1088,Hildisrieden,705,83,545,0,41,1,845,830,480,426,565,204,594,120,195,94,185,1675
23,1,6199,Raron,3031,574,305,164,31,11,843,829,418,466,560,228,636,145,211,116,164,1672
3,6,1146,Wauwil,295,30,212,0,32,7,863,808,481,492,498,200,588,144,164,94,186,1671
2,2,333,Melchnau,1030,360,600,0,40,5,801,868,436,395,504,334,599,161,187,86,165,1669
2,2,682,Bevilard,568,281,134,98,37,4,852,814,410,358,569,329,688,208,234,101,145,1666
2,2,444,Sonceboz-Sombeval,1501,885,230,261,40,6,850,816,428,459,544,235,648,162,228,93,165,1666
10,2,2211,Neyruz (FR),554,145,336,0,29,3,830,836,521,500,514,131,594,129,169,90,206,1666
17,5,3354,Krummenau,4235,1543,916,1229,57,3,881,783,541,376,489,258,580,177,189,65,149,1664
2,2,731,Aegerten,217,62,85,0,37,2,821,842,365,395,670,233,704,191,268,103,142,1663
2,2,852,Guggisberg,5490,2145,1820,1076,77,0,847,813,463,404,493,300,628,187,187,89,165,1660
10,2,2160,Vuadens,1044,234,478,237,47,9,820,837,477,459,459,262,623,174,172,99,178,1657
10,2,2280,Bas-Vully,995,123,730,0,47,6,889,767,337,518,561,240,637,182,232,89,134,1656
19,3,4196,Fahrwangen,400,98,230,0,41,2,814,839,465,451,526,211,657,179,206,107,165,1653
11,2,2426,Laupersdorf,1551,726,610,128,44,1,824,827,460,432,503,256,619,161,192,75,191,1651
7,6,1503,Dallenwil,1547,588,403,429,37,6,832,817,519,496,465,169,607,178,158,82,189,1649
10,2,2148,Riaz,776,190,389,122,42,2,820,828,443,498,533,174,637,167,201,93,176,1648
22,1,5649,Tolochenaz,159,12,66,0,41,15,811,835,420,516,555,155,698,219,210,123,146,1646
1,4,38,Rheinau,893,491,239,0,47,0,862,783,371,379,589,306,558,193,157,79,129,1645
22,1,5816,Corcelles-pres-Payerne,1212,52,1013,0,53,19,841,803,412,492,515,225,693,240,205,100,148,1644
1,4,30,Andelfingen,672,229,319,0,44,13,821,823,406,457,526,255,660,179,251,69,161,1644
19,3,4115,Schinznach Dorf,884,400,334,0,42,4,799,838,438,418,541,240,626,167,206,91,162,1637
2,2,853,Ruschegg,5728,2822,807,1571,69,0,808,820,443,365,542,278,653,216,196,79,162,1628
10,2,2254,Courtepin,288,111,127,0,25,7,870,756,445,548,469,164,613,150,186,105,172,1626
10,2,2183,Corminboeuf,562,175,298,0,59,6,820,801,459,467,557,138,584,111,184,107,182,1621
1,4,31,Henggart,300,62,172,0,28,1,790,831,426,445,558,192,657,169,244,93,151,1621
13,3,2849,Itingen,314,145,99,0,30,8,816,802,371,438,622,187,669,182,233,105,149,1618
11,2,2403,Kestenholz,858,327,447,0,41,7,807,810,421,496,497,203,647,177,213,100,157,1617
11,2,2553,Oberdorf (SO),1193,817,243,62,40,1,804,808,383,373,597,259,621,128,255,83,155,1612
19,3,4310,Koblenz,408,123,171,0,29,6,876,735,454,485,480,192,607,175,173,100,159,1611
26,2,6727,Vicques,1277,597,448,139,43,4,820,788,438,475,495,200,569,103,189,104,173,1608
13,3,2791,Roschenz,1007,604,330,0,39,0,795,813,409,457,513,229,633,153,218,105,157,1608
2,2,538,Fraubrunnen,769,292,412,0,26,5,800,807,440,461,533,173,622,138,224,84,176,1607
24,2,6478,Fontainemelon,245,98,61,44,29,1,777,828,388,469,495,253,681,218,236,82,145,1605
22,1,5727,Saint-Cergue,2426,1579,68,619,85,0,838,763,422,420,571,188,653,203,216,94,140,1601
24,2,6473,Chezard-Saint-Martin,1305,502,621,115,41,1,789,812,455,412,542,192,608,151,208,91,158,1601
21,7,5224,Sonvico,1106,886,83,22,51,0,774,826,325,444,550,281,646,188,205,120,133,1600
19,3,4145,Teufenthal (AG),358,160,137,0,39,6,807,791,410,422,528,238,647,180,218,93,156,1598
15,5,3021,Buhler,561,145,350,0,28,7,785,813,397,438,522,241,639,189,221,88,141,1598
23,1,6219,Vernayaz,561,310,73,0,38,11,792,805,418,449,481,249,599,153,194,75,177,1597
13,3,2786,Grellingen,331,191,74,0,27,5,837,758,367,470,568,190,655,188,224,96,147,1595
21,7,5176,Comano,206,112,20,0,51,0,740,854,334,380,614,266,662,172,226,119,145,1594
21,7,5061,Airolo,9437,2048,305,2666,59,7,814,779,288,410,593,302,700,256,204,121,119,1593
17,5,3311,Amden,4302,2073,653,1018,63,1,793,800,404,433,451,305,578,174,191,69,144,1593
2,2,381,Arch,637,187,341,0,39,3,798,790,415,428,554,191,632,162,219,94,157,1588
11,2,2530,Recherswil,337,79,188,0,38,1,772,814,390,373,610,213,641,156,243,91,151,1586
2,2,345,Wynau,509,216,195,0,34,3,789,795,391,388,549,256,657,203,225,86,143,1584
3,6,1089,Knutwil,973,196,675,0,47,4,832,751,458,462,486,177,564,129,167,88,180,1583
23,1,6008,Ried-Brig,4750,1461,228,675,40,1,776,806,462,486,480,154,562,121,163,114,164,1582
1,4,59,Hochfelden,615,278,265,0,27,3,806,773,424,452,583,120,603,150,202,86,165,1579
21,7,5231,Vezia,139,39,31,0,37,4,768,807,316,479,570,210,671,194,216,139,122,1575
18,5,3661,Cazis,726,299,298,0,37,4,765,810,392,434,521,228,547,155,179,77,136,1575
2,2,885,Uttigen,305,100,134,0,31,3,772,802,382,464,556,172,628,159,202,111,156,1574
10,2,2127,Charmey,7844,2725,413,3017,72,7,770,804,409,404,467,294,614,181,191,88,154,1574
19,3,4071,Jonen,569,173,328,0,36,0,781,788,459,464,525,121,599,135,212,79,173,1569
21,7,5189,Lamone,186,83,26,0,26,12,767,797,375,496,521,172,632,190,173,116,153,1564
23,1,6158,Vionnaz,2093,1060,304,379,58,5,796,766,383,430,532,217,623,171,195,106,151,1562
2,2,909,Trubschachen,1563,661,575,234,33,3,788,774,411,433,447,271,598,186,174,87,151,1562
26,2,6754,Le Noirmont,2039,882,671,365,63,3,772,789,401,397,525,238,623,196,188,84,155,1561
21,7,5147,Barbengo,266,139,25,0,44,25,744,815,404,495,497,163,613,161,176,127,149,1559
17,5,3441,Andwil (SG),629,127,428,0,38,3,771,786,457,460,431,209,577,143,182,74,178,1557
21,7,5225,Sorengo,85,13,22,0,34,0,715,842,311,427,554,265,618,209,170,131,108,1557
19,3,4032,Magenwil,350,106,160,0,35,14,769,782,419,484,487,161,604,154,201,82,167,1551
21,7,5072,Faido,372,236,48,0,39,4,725,823,316,365,501,366,614,214,170,106,124,1548
19,3,4041,Stetten (AG),441,123,223,0,34,7,767,780,460,435,511,141,567,126,180,84,177,1547
10,2,2135,Gruyeres,2838,1388,482,688,68,7,778,768,459,414,436,237,581,176,174,75,156,1546
1,4,1,Aeugst am Albis,790,244,413,0,45,0,771,773,374,373,638,159,607,167,214,76,150,1544
2,2,407,Heimiswil,2335,803,1439,0,57,1,786,757,362,448,463,270,607,159,216,95,137,1543
26,2,6771,Alle,1060,227,694,0,60,14,770,772,406,384,503,249,612,179,182,97,154,1542
26,2,6707,Courfaivre,1238,492,517,118,48,4,756,781,416,396,506,219,579,138,193,103,145,1537
1,4,25,Dachsen,270,36,142,0,34,2,768,765,406,383,537,207,597,125,235,85,152,1533
20,5,4871,Wagenhausen,1184,347,636,0,53,8,761,772,399,407,496,231,622,176,214,84,148,1533
24,2,6401,Auvernier,168,7,82,0,30,1,758,775,311,376,552,294,680,242,237,75,126,1533
19,3,4043,Unterehrendingen,331,104,189,0,33,0,759,773,384,451,552,145,614,159,226,83,146,1532
20,5,4536,Basadingen-Schlattingen,1561,491,939,0,59,5,765,762,447,410,481,189,567,125,192,79,171,1527
19,3,4261,Wallbach,452,136,204,0,37,6,758,768,376,403,558,189,623,158,231,95,139,1526
18,5,3986,Tujetsch,13391,1450,498,2948,57,0,814,711,322,440,528,235,556,183,185,78,110,1525
23,1,6083,Evolene,20994,2529,398,3328,85,2,739,783,371,423,486,242,579,153,168,113,145,1522
24,2,6475,Dombresson,1277,466,714,39,34,3,794,727,477,469,396,179,567,164,162,85,156,1521
10,2,2262,Gurmels,586,137,379,0,41,6,739,782,415,439,476,191,537,104,179,86,168,1521
3,6,1135,Luthern,3779,1795,1529,279,59,6,814,706,473,405,385,257,438,84,101,63,190,1520
13,3,2893,Reigoldswil,925,419,409,25,34,3,755,765,361,393,472,294,612,193,204,81,134,1520
23,1,6140,Saillon,1374,264,431,95,41,7,725,794,419,468,421,211,593,169,178,93,153,1519
2,2,628,Zaziwil,542,139,349,0,30,3,776,738,400,426,471,217,618,182,209,71,156,1514
20,5,4806,Eschenz,1200,438,630,0,60,6,749,764,428,367,502,216,592,175,181,79,157,1513
4,6,1214,Seedorf (UR),1546,627,143,154,31,2,757,752,403,452,511,143,547,124,170,84,169,1509
2,2,908,Trub,6202,3472,1712,798,58,1,795,711,438,373,434,261,488,98,152,58,180,1506
21,7,5151,Bioggio,305,80,98,0,35,25,689,815,326,460,499,219,635,187,202,114,132,1504
21,7,5198,Melide,168,105,0,0,23,0,695,806,280,436,519,266,740,306,229,112,93,1501
22,1,5723,Mies,347,124,124,0,81,1,746,753,401,357,550,191,528,150,152,76,150,1499
21,7,5116,Magadino,723,419,170,1,58,18,722,777,308,435,492,264,677,250,200,110,117,1499
22,1,5718,Genolier,483,162,236,0,55,1,768,726,399,358,576,161,559,126,161,123,149,1494
2,2,431,Corgemont,1761,703,461,490,51,6,747,746,364,373,472,284,593,141,226,94,132,1493
23,1,6235,Chippis,198,115,9,0,23,14,737,754,380,414,472,225,576,158,164,110,144,1491
3,6,1066,Schwarzenberg,3925,2109,963,475,57,5,752,737,441,435,441,172,511,106,160,72,173,1489
11,2,2554,Riedholz,489,197,188,0,37,13,748,741,336,386,520,247,615,166,230,91,128,1489
4,6,1203,Attinghausen,4689,820,234,1417,41,4,754,733,405,483,406,193,551,133,167,79,172,1487
19,3,4031,Kunten,490,132,276,0,28,4,762,724,420,449,490,127,541,125,165,68,183,1486
20,5,4546,Schlatt (TG),1553,576,781,0,51,16,745,740,431,431,451,172,562,131,194,76,161,1485
2,2,405,Ersigen,872,278,512,0,50,3,752,731,378,367,489,249,586,140,224,85,137,1483
21,7,5212,Ponte Capriasca,620,397,12,77,39,0,714,764,344,436,534,164,594,140,208,107,139,1478
2,2,304,Kallnach,1065,140,826,0,37,8,760,715,382,409,456,228,581,163,194,66,158,1475
10,2,2200,Grolley,534,93,356,0,36,14,777,696,429,475,443,126,535,118,158,87,172,1473
24,2,6451,Cornaux,472,112,229,0,19,44,730,743,377,422,509,165,603,179,187,90,147,1473
2,2,923,Buchholterberg,1532,522,904,1,47,0,727,746,414,394,440,225,537,141,173,54,169,1473
15,5,3004,Schwellbrunn,1740,579,1052,18,50,3,745,723,456,369,433,210,524,149,150,64,161,1468
21,7,5285,Lodrino,3150,2150,201,97,47,11,752,709,315,441,517,188,549,117,162,121,149,1461
17,5,3375,Oberhelfenschwil,1266,427,784,1,29,2,734,722,492,355,397,212,461,100,153,46,162,1456
2,2,988,Seeberg,1574,535,928,0,51,2,734,721,393,397,451,214,530,122,178,76,154,1455
23,1,6290,Saas Fee,4060,384,63,167,26,0,705,749,343,495,445,171,625,243,187,87,108,1454
17,5,3351,Alt St.Johann,5311,1668,922,1979,57,6,746,707,411,374,421,247,531,178,139,62,152,1453
22,1,5523,Froideville,712,366,275,0,48,1,741,712,392,370,562,129,551,117,187,104,143,1453
11,2,2575,Fulenbach,452,132,239,0,41,6,730,720,363,400,510,177,564,137,192,85,150,1450
22,1,5428,Gimel,1886,1168,534,75,40,7,716,733,362,402,424,261,541,162,162,75,142,1449
1,4,7,Knonau,649,114,420,0,39,3,737,708,407,395,486,157,553,132,191,85,145,1445
19,3,4073,Oberlunkhofen,325,79,186,0,27,0,715,728,346,416,554,127,592,141,234,85,132,1443
20,5,4451,Uttwil,430,132,223,0,36,3,733,706,387,402,470,180,594,194,188,76,136,1439
2,2,953,Eriswil,1133,292,754,10,41,3,728,711,364,375,426,274,535,149,164,73,149,1439
2,2,791,Boltigen,7702,2696,848,3275,67,9,732,704,400,319,429,288,533,134,163,88,148,1436
20,5,4816,Homburg,2415,581,1688,0,72,4,746,686,432,378,457,165,500,107,154,68,171,1432
23,1,6111,Leukerbad,6723,568,186,780,49,1,680,751,343,444,510,134,568,199,163,94,112,1431
19,3,4121,Villigen,1065,564,382,0,37,10,725,705,390,354,547,139,544,140,161,98,145,1430
11,2,2578,Gunzgen,393,107,191,0,30,19,715,713,362,445,479,142,586,166,208,65,147,1428
23,1,6157,Val-d'Illiez,3926,1416,350,1160,80,2,707,721,311,445,468,204,554,167,182,78,127,1428
21,7,5226,Tesserete,309,214,8,33,28,1,639,785,307,363,467,287,589,192,170,106,121,1424
23,1,6250,Veyras,145,11,94,0,26,0,684,738,358,345,513,206,568,164,192,81,131,1422
17,5,3316,Weesen,539,280,160,36,27,3,661,761,301,394,449,278,591,216,194,70,111,1422
21,7,5217,Rivera,1335,1017,45,53,50,12,696,719,319,431,479,186,581,182,156,103,140,1415
17,5,3422,Niederburen,1584,382,1045,0,47,5,758,656,491,404,382,137,455,96,105,67,187,1414
2,2,982,Niederonz,280,81,157,0,24,4,693,717,336,413,464,197,562,129,203,96,134,1410
11,2,2555,Ruttenen,877,613,174,24,35,0,688,722,308,326,553,223,606,193,220,82,111,1410
24,2,6480,Les Geneveys-sur-Coffrane,786,312,220,195,31,6,717,692,339,443,454,173,558,163,175,87,133,1409
21,7,5253,Ligornetto,202,45,83,0,36,4,672,736,306,422,481,199,571,141,188,114,128,1408
2,2,983,Oberbipp,847,327,417,0,38,4,700,707,389,392,443,183,561,153,173,88,147,1407
